timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1504886400,Sep 8 2017 - 4:00pm,complete,N/A,Racing de Casablanca,Kawkab Marrakech,N/A,0.00,0.00,0.53,0.73,1,2,3,0,0,0,"","",3,2,1,0,2,0,0,1,0,2,11,9,8,5,3,4,-1,-1,61,39,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1504893600,Sep 8 2017 - 6:00pm,complete,N/A,FAR Rabat,Rapide Oued Zem,N/A,0.00,0.00,1.33,0.60,0,0,0,0,0,0,"","",3,1,0,0,0,0,0,0,0,0,11,8,9,3,2,5,-1,-1,48,52,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Prince Moulay Abdallah
1504969200,Sep 9 2017 - 3:00pm,complete,N/A,RSB Berkane,Ittihad Tanger,N/A,0.00,0.00,1.67,1.40,0,3,3,0,0,0,"","",10,3,4,0,2,0,0,4,1,1,13,9,0,3,13,6,-1,-1,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Honneur d'Oujda
1504969200,Sep 9 2017 - 3:00pm,complete,N/A,Chabab Rif Hoceima,Hassania Agadir,N/A,0.00,0.00,1.33,1.07,1,1,2,0,0,0,"","",4,5,2,0,1,0,0,2,1,0,8,13,3,7,5,6,-1,-1,47,53,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mimoun Al Arsi
1504980000,Sep 9 2017 - 6:00pm,complete,N/A,Difaâ El Jadida,Chabab Atlas Khénifra,N/A,0.00,0.00,2.20,0.73,0,0,0,0,0,0,"","",5,1,0,0,0,0,0,0,0,0,16,4,2,2,14,2,-1,-1,64,36,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Ben Ahmed El Abdi
1505055600,Sep 10 2017 - 3:00pm,complete,N/A,Khouribga,Raja Casablanca,N/A,0.00,0.00,1.93,1.27,1,1,2,0,0,0,"","",3,9,0,0,0,0,0,0,0,0,5,15,3,3,2,12,-1,-1,39,61,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade du Phosphate
1505055600,Sep 10 2017 - 3:00pm,complete,N/A,Moghreb Tétouan,Olympic Safi,N/A,0.00,0.00,1.53,0.93,2,2,4,0,0,0,"","",7,8,0,0,0,0,0,0,0,0,15,13,6,3,9,10,-1,-1,57,43,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Boubker Ammar
1505071800,Sep 10 2017 - 7:30pm,complete,N/A,Wydad Casablanca,FUS Rabat,N/A,0.00,0.00,1.93,1.47,1,3,4,0,0,0,"","",5,3,0,0,0,0,0,0,0,0,8,8,2,5,6,3,-1,-1,59,41,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1505574000,Sep 16 2017 - 3:00pm,complete,N/A,Chabab Atlas Khénifra,Moghreb Tétouan,N/A,0.00,0.00,1.20,0.87,2,0,2,0,0,0,"","",2,11,0,0,0,0,0,0,0,0,4,0,4,0,0,0,-1,-1,34,66,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal (Khénifra)
1505577600,Sep 16 2017 - 4:00pm,complete,N/A,Raja Casablanca,FAR Rabat,N/A,0.00,0.00,1.93,1.53,2,0,2,0,0,0,"","",8,3,2,0,1,0,0,2,0,1,15,10,7,6,8,4,-1,-1,64,36,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1505660400,Sep 17 2017 - 3:00pm,complete,N/A,Hassania Agadir,RSB Berkane,N/A,0.00,0.00,2.33,1.07,3,0,3,0,0,0,"","",5,6,0,0,0,0,0,0,0,0,22,17,10,9,12,8,-1,-1,41,59,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Agadir
1505660400,Sep 17 2017 - 3:00pm,complete,N/A,Olympic Safi,Chabab Rif Hoceima,N/A,0.00,0.00,1.93,0.87,2,1,3,0,0,0,"","",7,2,0,0,0,0,0,0,0,0,5,2,3,2,2,0,-1,-1,59,41,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade El Massira
1505667600,Sep 17 2017 - 5:00pm,complete,N/A,Ittihad Tanger,Racing de Casablanca,N/A,0.00,0.00,2.07,0.60,1,1,2,0,0,0,"","",5,2,0,0,0,0,0,0,0,0,8,2,5,2,3,0,-1,-1,66,34,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Grand Stade de Tanger
1505674800,Sep 17 2017 - 7:00pm,complete,N/A,Kawkab Marrakech,Khouribga,N/A,0.00,0.00,1.40,0.40,2,1,3,0,0,0,"","",5,6,0,0,0,0,0,0,0,0,10,12,4,2,6,10,-1,-1,42,58,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade de Marrakech
1506178800,Sep 23 2017 - 3:00pm,complete,N/A,Raja Casablanca,Kawkab Marrakech,N/A,3.00,3.00,1.93,0.73,4,0,4,0,0,0,"","",7,5,1,0,1,0,0,1,1,0,12,8,8,0,4,8,-1,-1,52,48,0.00,0.00,2.50,50,100,50,0,0,0,0,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Agadir
1506178800,Sep 23 2017 - 3:00pm,complete,N/A,RSB Berkane,Olympic Safi,N/A,0.00,1.00,1.67,0.93,1,0,1,0,0,0,"","",4,5,2,0,3,0,0,2,1,2,8,5,2,2,6,3,-1,-1,48,52,0.00,0.00,3.50,50,100,100,50,0,0,0,18.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade d'Honneur d'Oujda
