timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1408723200,Aug 22 2014 - 4:00pm,complete,N/A,FUS Rabat,Khouribga,N/A,0.00,0.00,2.00,1.80,0,0,0,0,0,0,"","",8,0,0,0,0,0,0,0,0,0,20,9,12,4,8,5,24,27,68,32,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Prince Moulay Abdallah
1408732200,Aug 22 2014 - 6:30pm,complete,N/A,Wydad Casablanca,KAC Kénitra,N/A,0.00,0.00,2.27,0.67,3,1,4,0,0,0,"","",6,1,0,0,0,0,0,0,0,0,14,11,6,3,8,8,21,13,55,45,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mohamed V
1408802400,Aug 23 2014 - 2:00pm,complete,N/A,Moghreb Tétouan,Raja Casablanca,N/A,0.00,0.00,1.47,0.93,1,1,2,0,0,0,"","",1,6,0,0,0,0,0,0,0,0,8,11,4,7,4,4,7,19,49,51,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Saniat Rmel
1408809600,Aug 23 2014 - 4:00pm,complete,N/A,Ittihad Khemisset,Maghreb Fès,N/A,0.00,0.00,1.07,0.73,1,0,1,0,0,0,"","",6,5,0,0,0,0,0,0,0,0,14,6,10,5,4,1,28,22,46,54,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade du 18 novembre
1408816800,Aug 23 2014 - 6:00pm,complete,N/A,RSB Berkane,Difaâ El Jadida,N/A,0.00,0.00,1.67,0.87,0,0,0,0,0,0,"","",6,2,0,0,0,0,0,0,0,0,11,10,3,5,8,5,22,29,49,51,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal de Berkane
1408888800,Aug 24 2014 - 2:00pm,complete,N/A,Chabab Atlas Khénifra,FAR Rabat,N/A,0.00,0.00,1.60,0.67,0,0,0,0,0,0,"","",4,4,0,0,0,0,0,0,0,0,12,8,4,6,8,2,19,20,47,53,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Municipal (Khénifra)
1408896000,Aug 24 2014 - 4:00pm,complete,N/A,Kawkab Marrakech,Hassania Agadir,N/A,0.00,0.00,1.73,0.80,4,0,4,0,0,0,"","",5,3,0,0,0,0,0,0,0,0,10,7,3,3,7,4,16,22,50,50,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade de Marrakech
1408903200,Aug 24 2014 - 6:00pm,complete,N/A,Chabab Rif Hoceima,Olympic Safi,N/A,0.00,0.00,1.60,0.60,3,1,4,0,0,0,"","",3,3,0,0,0,0,0,0,0,0,6,8,3,6,3,2,16,15,63,37,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade Mimoun Al Arsi
1410544800,Sep 12 2014 - 6:00pm,complete,N/A,Olympic Safi,RSB Berkane,N/A,0.00,0.00,1.67,0.73,3,3,6,0,0,0,"","",4,4,0,0,0,0,0,0,0,0,7,8,3,2,4,6,26,19,52,48,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade El Massira
1410616800,Sep 13 2014 - 2:00pm,complete,N/A,FAR Rabat,Moghreb Tétouan,N/A,0.00,0.00,1.60,1.53,1,1,2,0,0,0,"","",6,4,0,0,0,0,0,0,0,0,12,4,8,3,4,1,16,17,57,43,0.00,0.00,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stade du FUS (Hay Nahda) (Rabat)
